batch_id,custom_id
b0013-haiku,fb-02119-para--haiku
b0013-haiku,fb-01491-para--haiku
b0013-haiku,fb-00720-para--haiku
b0013-haiku,fb-01490-para--haiku
b0014-haiku,fb-01488-para--haiku
b0014-haiku,fb-00723-para--haiku
b0014-haiku,fb-01279-para--haiku
b0014-haiku,fb-00956-para--haiku
b0014-haiku,fb-00521-para--haiku
b0014-haiku,fb-00382-para--haiku
b0014-haiku,fb-00382-oracle--haiku
b0014-haiku,fb-00521-oracle--haiku
b0014-haiku,fb-00807-para--haiku
b0014-haiku,fb-00605-para--haiku
b0014-haiku,fb-00603-para--haiku
b0014-haiku,fb-00605-oracle--haiku
b0015-haiku,fb-00603-oracle--haiku
b0015-haiku,fb-00799-para--haiku
b0015-haiku,fb-00302-para--haiku
b0015-haiku,fb-00005-para--haiku
b0015-haiku,fb-03882-para--haiku
b0015-haiku,fb-00302-oracle--haiku
b0015-haiku,fb-04660-para--haiku
b0015-haiku,fb-01476-para--haiku
b0015-haiku,fb-01476-oracle--haiku
b0015-haiku,fb-00552-oracle--haiku
b0015-haiku,fb-01474-para--haiku
b0015-haiku,fb-04171-oracle--haiku
b0016-haiku,fb-04171-para--haiku
b0016-haiku,fb-00552-para--haiku
b0016-haiku,fb-04980-oracle--haiku
b0016-haiku,fb-04980-para--haiku
b0016-haiku,fb-01474-oracle--haiku
b0016-haiku,fb-01484-para--haiku
b0016-haiku,fb-00702-oracle--haiku
b0016-haiku,fb-00702-para--haiku
b0016-haiku,fb-00651-para--haiku
b0016-haiku,fb-00080-para--haiku
b0016-haiku,fb-00222-para--haiku
b0016-haiku,fb-00080-oracle--haiku
b0017-haiku,fb-02981-para--haiku
b0017-haiku,fb-03282-oracle--haiku
b0017-haiku,fb-03282-para--haiku
b0017-haiku,fb-10285-para--haiku
b0017-haiku,fb-03471-para--haiku
b0017-haiku,fb-04209-para--haiku
b0017-haiku,fb-02608-para--haiku
b0017-haiku,fb-03838-para--haiku
b0017-haiku,fb-07507-para--haiku
b0017-haiku,fb-04417-para--haiku
b0017-haiku,fb-01936-para--haiku
b0017-haiku,fb-03718-para--haiku
b0018-haiku,fb-00299-para--haiku
b0018-haiku,fb-03031-oracle--haiku
b0018-haiku,fb-01028-para--haiku
b0018-haiku,fb-03718-oracle--haiku
b0018-haiku,fb-03031-para--haiku
b0018-haiku,fb-01487-para--haiku
b0018-haiku,fb-00438-para--haiku
b0018-haiku,fb-04784-oracle--haiku
b0018-haiku,fb-04784-para--haiku
b0018-haiku,fb-03531-oracle--haiku
b0018-haiku,fb-03531-para--haiku
b0018-haiku,fb-04700-oracle--haiku
b0019-haiku,fb-04700-para--haiku
b0019-haiku,fb-00517-para--haiku
b0019-haiku,fb-00685-para--haiku
b0019-haiku,fb-08286-para--haiku
b0019-haiku,fb-08135-para--haiku
b0019-haiku,fb-00678-para--haiku
b0019-haiku,fb-09724-para--haiku
b0019-haiku,fb-01482-para--haiku
b0019-haiku,fb-01482-oracle--haiku
b0019-haiku,fb-00585-para--haiku
b0019-haiku,fb-00684-para--haiku
b0019-haiku,fb-04302-oracle--haiku
b0020-haiku,fb-00669-para--haiku
b0020-haiku,fb-04302-para--haiku
b0020-haiku,fb-01930-para--haiku
b0020-haiku,fb-04412-closedbook--haiku
b0020-haiku,fb-06741-closedbook--haiku
b0020-haiku,fb-03620-closedbook--haiku
b0020-haiku,fb-06247-closedbook--haiku
b0020-haiku,fb-04302-closedbook--haiku
b0020-haiku,fb-04458-closedbook--haiku
b0020-haiku,fb-10499-closedbook--haiku
b0020-haiku,fb-03031-closedbook--haiku
b0020-haiku,fb-04080-closedbook--haiku
b0021-haiku,fb-04481-closedbook--haiku
b0021-haiku,fb-03849-closedbook--haiku
b0021-haiku,fb-04980-closedbook--haiku
b0021-haiku,fb-04784-closedbook--haiku
b0021-haiku,fb-03718-closedbook--haiku
b0021-haiku,fb-00859-closedbook--haiku
b0021-haiku,fb-00216-closedbook--haiku
b0021-haiku,fb-01482-closedbook--haiku
b0021-haiku,fb-00080-closedbook--haiku
b0021-haiku,fb-01328-closedbook--haiku
b0021-haiku,fb-03282-closedbook--haiku
b0021-haiku,fb-03531-closedbook--haiku
b0022-haiku,fb-04700-closedbook--haiku
b0022-haiku,fb-04171-closedbook--haiku
b0022-haiku,fb-00702-closedbook--haiku
b0022-haiku,fb-01476-closedbook--haiku
b0022-haiku,fb-01163-closedbook--haiku
b0022-haiku,fb-01911-closedbook--haiku
b0022-haiku,fb-00746-closedbook--haiku
b0022-haiku,fb-00724-closedbook--haiku
b0022-haiku,fb-00882-closedbook--haiku
b0022-haiku,fb-00407-closedbook--haiku
b0022-haiku,fb-00605-closedbook--haiku
b0022-haiku,fb-00705-closedbook--haiku
b0023-haiku,fb-00735-closedbook--haiku
b0023-haiku,fb-00603-closedbook--haiku
b0023-haiku,fb-00606-closedbook--haiku
b0023-haiku,fb-00566-closedbook--haiku
b0023-haiku,fb-00552-closedbook--haiku
b0023-haiku,fb-00283-closedbook--haiku
b0023-haiku,fb-02416-closedbook--haiku
b0023-haiku,fb-00601-closedbook--haiku
b0023-haiku,fb-00521-closedbook--haiku
b0023-haiku,fb-02024-closedbook--haiku
b0023-haiku,fb-01009-closedbook--haiku
b0023-haiku,fb-00382-closedbook--haiku
b0024-haiku,fb-01912-closedbook--haiku
b0024-haiku,fb-01474-closedbook--haiku
b0024-haiku,fb-02419-closedbook--haiku
b0024-haiku,fb-01254-closedbook--haiku
b0024-haiku,fb-00215-closedbook--haiku
b0024-haiku,fb-00302-closedbook--haiku
b0025-sonnet,fb-02416-para--sonnet
b0025-sonnet,fb-02416-oracle--sonnet
b0025-sonnet,fb-01290-para--sonnet
b0026-sonnet,fb-04735-para--sonnet
b0026-sonnet,fb-01107-para--sonnet
b0026-sonnet,fb-02024-para--sonnet
b0026-sonnet,fb-02024-oracle--sonnet
b0027-sonnet,fb-01009-para--sonnet
b0027-sonnet,fb-00215-para--sonnet
b0027-sonnet,fb-01009-oracle--sonnet
b0027-sonnet,fb-00215-oracle--sonnet
b0027-sonnet,fb-03849-para--sonnet
b0027-sonnet,fb-03849-oracle--sonnet
b0028-sonnet,fb-10420-para--sonnet
b0028-sonnet,fb-00540-para--sonnet
b0028-sonnet,fb-00839-para--sonnet
b0028-sonnet,fb-02419-para--sonnet
b0028-sonnet,fb-00206-para--sonnet
b0028-sonnet,fb-00283-para--sonnet
b0028-sonnet,fb-00283-oracle--sonnet
b0029-sonnet,fb-02419-oracle--sonnet
b0029-sonnet,fb-03856-para--sonnet
b0029-sonnet,fb-01935-para--sonnet
b0029-sonnet,fb-00917-para--sonnet
b0029-sonnet,fb-01981-para--sonnet
b0029-sonnet,fb-01912-para--sonnet
b0029-sonnet,fb-01912-oracle--sonnet
b0029-sonnet,fb-00724-para--sonnet
b0030-sonnet,fb-00724-oracle--sonnet
b0030-sonnet,fb-01198-para--sonnet
b0030-sonnet,fb-00882-para--sonnet
b0030-sonnet,fb-00288-para--sonnet
b0030-sonnet,fb-00705-para--sonnet
b0030-sonnet,fb-00882-oracle--sonnet
b0030-sonnet,fb-00705-oracle--sonnet
b0030-sonnet,fb-01077-para--sonnet
b0031-sonnet,fb-01902-para--sonnet
b0031-sonnet,fb-00494-para--sonnet
b0031-sonnet,fb-01079-para--sonnet
b0031-sonnet,fb-04254-para--sonnet
b0031-sonnet,fb-10136-para--sonnet
b0031-sonnet,fb-06741-para--sonnet
b0031-sonnet,fb-01858-para--sonnet
b0031-sonnet,fb-07966-para--sonnet
b0031-sonnet,fb-06741-oracle--sonnet
b0032-sonnet,fb-03473-para--sonnet
b0032-sonnet,fb-00790-para--sonnet
b0032-sonnet,fb-00464-para--sonnet
b0032-sonnet,fb-04458-oracle--sonnet
b0032-sonnet,fb-00476-para--sonnet
b0032-sonnet,fb-04458-para--sonnet
b0032-sonnet,fb-01091-para--sonnet
b0032-sonnet,fb-06272-para--sonnet
b0032-sonnet,fb-04103-para--sonnet
b0033-sonnet,fb-00859-para--sonnet
b0033-sonnet,fb-00859-oracle--sonnet
b0033-sonnet,fb-00995-para--sonnet
b0033-sonnet,fb-02049-para--sonnet
b0033-sonnet,fb-05915-para--sonnet
b0033-sonnet,fb-01244-para--sonnet
b0033-sonnet,fb-01148-para--sonnet
b0033-sonnet,fb-00566-para--sonnet
b0033-sonnet,fb-00566-oracle--sonnet
b0033-sonnet,fb-03620-oracle--sonnet
b0034-sonnet,fb-03620-para--sonnet
b0034-sonnet,fb-00757-para--sonnet
b0034-sonnet,fb-00460-para--sonnet
b0034-sonnet,fb-00746-para--sonnet
b0034-sonnet,fb-00746-oracle--sonnet
b0034-sonnet,fb-04481-oracle--sonnet
b0034-sonnet,fb-04481-para--sonnet
b0034-sonnet,fb-06247-oracle--sonnet
b0034-sonnet,fb-06247-para--sonnet
b0034-sonnet,fb-00407-para--sonnet
b0034-sonnet,fb-03069-para--sonnet
b0035-sonnet,fb-00407-oracle--sonnet
b0035-sonnet,fb-02987-para--sonnet
b0035-sonnet,fb-10130-para--sonnet
b0035-sonnet,fb-00606-para--sonnet
b0035-sonnet,fb-00711-para--sonnet
b0035-sonnet,fb-00606-oracle--sonnet
b0035-sonnet,fb-00601-para--sonnet
b0035-sonnet,fb-00601-oracle--sonnet
b0035-sonnet,fb-00394-para--sonnet
b0035-sonnet,fb-00822-para--sonnet
b0035-sonnet,fb-10499-para--sonnet
b0036-sonnet,fb-01911-para--sonnet
b0036-sonnet,fb-07661-para--sonnet
b0036-sonnet,fb-01911-oracle--sonnet
b0036-sonnet,fb-04854-para--sonnet
b0036-sonnet,fb-01226-para--sonnet
b0036-sonnet,fb-01928-para--sonnet
b0036-sonnet,fb-04412-oracle--sonnet
b0036-sonnet,fb-04412-para--sonnet
b0036-sonnet,fb-00941-para--sonnet
b0036-sonnet,fb-01346-para--sonnet
b0036-sonnet,fb-01351-para--sonnet
b0036-sonnet,fb-05718-para--sonnet
b0037-sonnet,fb-00070-para--sonnet
b0037-sonnet,fb-06655-para--sonnet
b0037-sonnet,fb-01328-para--sonnet
b0037-sonnet,fb-01328-oracle--sonnet
b0037-sonnet,fb-01254-para--sonnet
b0037-sonnet,fb-00735-oracle--sonnet
b0037-sonnet,fb-00735-para--sonnet
b0037-sonnet,fb-01254-oracle--sonnet
b0037-sonnet,fb-04080-oracle--sonnet
b0037-sonnet,fb-00563-para--sonnet
b0037-sonnet,fb-04080-para--sonnet
b0037-sonnet,fb-01163-para--sonnet
b0038-sonnet,fb-01319-para--sonnet
b0038-sonnet,fb-01163-oracle--sonnet
b0038-sonnet,fb-01275-para--sonnet
b0038-sonnet,fb-00591-para--sonnet
b0038-sonnet,fb-01865-para--sonnet
b0038-sonnet,fb-00216-para--sonnet
b0038-sonnet,fb-01964-para--sonnet
b0038-sonnet,fb-00216-oracle--sonnet
b0038-sonnet,fb-02119-para--sonnet
b0038-sonnet,fb-01491-para--sonnet
b0038-sonnet,fb-00720-para--sonnet
b0038-sonnet,fb-01490-para--sonnet
b0039-sonnet,fb-01488-para--sonnet
b0039-sonnet,fb-00723-para--sonnet
b0039-sonnet,fb-01279-para--sonnet
b0039-sonnet,fb-00956-para--sonnet
b0039-sonnet,fb-00521-para--sonnet
b0039-sonnet,fb-00382-para--sonnet
b0039-sonnet,fb-00382-oracle--sonnet
b0039-sonnet,fb-00521-oracle--sonnet
b0039-sonnet,fb-00807-para--sonnet
b0039-sonnet,fb-00605-para--sonnet
b0039-sonnet,fb-00603-para--sonnet
b0039-sonnet,fb-00605-oracle--sonnet
b0040-sonnet,fb-00603-oracle--sonnet
b0040-sonnet,fb-00799-para--sonnet
b0040-sonnet,fb-00302-para--sonnet
b0040-sonnet,fb-00005-para--sonnet
b0040-sonnet,fb-03882-para--sonnet
b0040-sonnet,fb-00302-oracle--sonnet
b0040-sonnet,fb-04660-para--sonnet
b0040-sonnet,fb-01476-para--sonnet
b0040-sonnet,fb-01476-oracle--sonnet
b0040-sonnet,fb-00552-oracle--sonnet
b0040-sonnet,fb-01474-para--sonnet
b0040-sonnet,fb-04171-oracle--sonnet
b0041-sonnet,fb-04171-para--sonnet
b0041-sonnet,fb-00552-para--sonnet
b0041-sonnet,fb-04980-oracle--sonnet
b0041-sonnet,fb-04980-para--sonnet
b0041-sonnet,fb-01474-oracle--sonnet
b0041-sonnet,fb-01484-para--sonnet
b0041-sonnet,fb-00702-oracle--sonnet
b0041-sonnet,fb-00702-para--sonnet
b0041-sonnet,fb-00651-para--sonnet
b0041-sonnet,fb-00080-para--sonnet
b0041-sonnet,fb-00222-para--sonnet
b0041-sonnet,fb-00080-oracle--sonnet
b0042-sonnet,fb-02981-para--sonnet
b0042-sonnet,fb-03282-oracle--sonnet
b0042-sonnet,fb-03282-para--sonnet
b0042-sonnet,fb-10285-para--sonnet
b0042-sonnet,fb-03471-para--sonnet
b0042-sonnet,fb-04209-para--sonnet
b0042-sonnet,fb-02608-para--sonnet
b0042-sonnet,fb-03838-para--sonnet
b0042-sonnet,fb-07507-para--sonnet
b0042-sonnet,fb-04417-para--sonnet
b0042-sonnet,fb-01936-para--sonnet
b0042-sonnet,fb-03718-para--sonnet
b0043-sonnet,fb-00299-para--sonnet
b0043-sonnet,fb-03031-oracle--sonnet
b0043-sonnet,fb-01028-para--sonnet
b0043-sonnet,fb-03718-oracle--sonnet
b0043-sonnet,fb-03031-para--sonnet
b0043-sonnet,fb-01487-para--sonnet
b0043-sonnet,fb-00438-para--sonnet
b0043-sonnet,fb-04784-oracle--sonnet
b0043-sonnet,fb-04784-para--sonnet
b0043-sonnet,fb-03531-oracle--sonnet
b0043-sonnet,fb-03531-para--sonnet
b0043-sonnet,fb-04700-oracle--sonnet
b0044-sonnet,fb-04700-para--sonnet
b0044-sonnet,fb-00517-para--sonnet
b0044-sonnet,fb-00685-para--sonnet
b0044-sonnet,fb-08286-para--sonnet
b0044-sonnet,fb-08135-para--sonnet
b0044-sonnet,fb-00678-para--sonnet
b0044-sonnet,fb-09724-para--sonnet
b0044-sonnet,fb-01482-para--sonnet
b0044-sonnet,fb-01482-oracle--sonnet
b0044-sonnet,fb-00585-para--sonnet
b0044-sonnet,fb-00684-para--sonnet
b0044-sonnet,fb-04302-oracle--sonnet
b0045-sonnet,fb-00669-para--sonnet
b0045-sonnet,fb-04302-para--sonnet
b0045-sonnet,fb-01930-para--sonnet
b0045-sonnet,fb-04412-closedbook--sonnet
b0045-sonnet,fb-06741-closedbook--sonnet
b0045-sonnet,fb-03620-closedbook--sonnet
b0045-sonnet,fb-06247-closedbook--sonnet
b0045-sonnet,fb-04302-closedbook--sonnet
b0045-sonnet,fb-04458-closedbook--sonnet
b0045-sonnet,fb-10499-closedbook--sonnet
b0045-sonnet,fb-03031-closedbook--sonnet
b0045-sonnet,fb-04080-closedbook--sonnet
b0046-sonnet,fb-04481-closedbook--sonnet
b0046-sonnet,fb-03849-closedbook--sonnet
b0046-sonnet,fb-04980-closedbook--sonnet
b0046-sonnet,fb-04784-closedbook--sonnet
b0046-sonnet,fb-03718-closedbook--sonnet
b0046-sonnet,fb-00859-closedbook--sonnet
b0046-sonnet,fb-00216-closedbook--sonnet
b0046-sonnet,fb-01482-closedbook--sonnet
b0046-sonnet,fb-00080-closedbook--sonnet
b0046-sonnet,fb-01328-closedbook--sonnet
b0046-sonnet,fb-03282-closedbook--sonnet
b0046-sonnet,fb-03531-closedbook--sonnet
b0047-sonnet,fb-04700-closedbook--sonnet
b0047-sonnet,fb-04171-closedbook--sonnet
b0047-sonnet,fb-00702-closedbook--sonnet
b0047-sonnet,fb-01476-closedbook--sonnet
b0047-sonnet,fb-01163-closedbook--sonnet
b0047-sonnet,fb-01911-closedbook--sonnet
b0047-sonnet,fb-00746-closedbook--sonnet
b0047-sonnet,fb-00724-closedbook--sonnet
b0047-sonnet,fb-00882-closedbook--sonnet
b0047-sonnet,fb-00407-closedbook--sonnet
b0047-sonnet,fb-00605-closedbook--sonnet
b0047-sonnet,fb-00705-closedbook--sonnet
b0048-sonnet,fb-00735-closedbook--sonnet
b0048-sonnet,fb-00603-closedbook--sonnet
b0048-sonnet,fb-00606-closedbook--sonnet
b0048-sonnet,fb-00566-closedbook--sonnet
b0048-sonnet,fb-00552-closedbook--sonnet
b0048-sonnet,fb-00283-closedbook--sonnet
b0048-sonnet,fb-02416-closedbook--sonnet
b0048-sonnet,fb-00601-closedbook--sonnet
b0048-sonnet,fb-00521-closedbook--sonnet
b0048-sonnet,fb-02024-closedbook--sonnet
b0048-sonnet,fb-01009-closedbook--sonnet
b0048-sonnet,fb-00382-closedbook--sonnet
b0049-sonnet,fb-01912-closedbook--sonnet
b0049-sonnet,fb-01474-closedbook--sonnet
b0049-sonnet,fb-02419-closedbook--sonnet
b0049-sonnet,fb-01254-closedbook--sonnet
b0049-sonnet,fb-00215-closedbook--sonnet
b0049-sonnet,fb-00302-closedbook--sonnet
b0050-opus,fb-02416-para--opus
b0050-opus,fb-02416-oracle--opus
b0050-opus,fb-01290-para--opus
b0051-opus,fb-04735-para--opus
b0051-opus,fb-01107-para--opus
b0051-opus,fb-02024-para--opus
b0051-opus,fb-02024-oracle--opus
b0052-opus,fb-01009-para--opus
b0052-opus,fb-00215-para--opus
b0052-opus,fb-01009-oracle--opus
b0052-opus,fb-00215-oracle--opus
b0052-opus,fb-03849-para--opus
b0052-opus,fb-03849-oracle--opus
b0053-opus,fb-10420-para--opus
b0053-opus,fb-00540-para--opus
b0053-opus,fb-00839-para--opus
b0053-opus,fb-02419-para--opus
b0053-opus,fb-00206-para--opus
b0053-opus,fb-00283-para--opus
b0053-opus,fb-00283-oracle--opus
b0054-opus,fb-02419-oracle--opus
b0054-opus,fb-03856-para--opus
b0054-opus,fb-01935-para--opus
b0054-opus,fb-00917-para--opus
b0054-opus,fb-01981-para--opus
b0054-opus,fb-01912-para--opus
b0054-opus,fb-01912-oracle--opus
b0054-opus,fb-00724-para--opus
b0055-opus,fb-00724-oracle--opus
b0055-opus,fb-01198-para--opus
b0055-opus,fb-00882-para--opus
b0055-opus,fb-00288-para--opus
b0055-opus,fb-00705-para--opus
b0055-opus,fb-00882-oracle--opus
b0055-opus,fb-00705-oracle--opus
b0055-opus,fb-01077-para--opus
b0056-opus,fb-01902-para--opus
b0056-opus,fb-00494-para--opus
b0056-opus,fb-01079-para--opus
b0056-opus,fb-04254-para--opus
b0056-opus,fb-10136-para--opus
b0056-opus,fb-06741-para--opus
b0056-opus,fb-01858-para--opus
b0056-opus,fb-07966-para--opus
b0056-opus,fb-06741-oracle--opus
b0057-opus,fb-03473-para--opus
b0057-opus,fb-00790-para--opus
b0057-opus,fb-00464-para--opus
b0057-opus,fb-04458-oracle--opus
b0057-opus,fb-00476-para--opus
b0057-opus,fb-04458-para--opus
b0057-opus,fb-01091-para--opus
b0057-opus,fb-06272-para--opus
b0057-opus,fb-04103-para--opus
b0058-opus,fb-00859-para--opus
b0058-opus,fb-00859-oracle--opus
b0058-opus,fb-00995-para--opus
b0058-opus,fb-02049-para--opus
b0058-opus,fb-05915-para--opus
b0058-opus,fb-01244-para--opus
b0058-opus,fb-01148-para--opus
b0058-opus,fb-00566-para--opus
b0058-opus,fb-00566-oracle--opus
b0058-opus,fb-03620-oracle--opus
b0059-opus,fb-03620-para--opus
b0059-opus,fb-00757-para--opus
b0059-opus,fb-00460-para--opus
b0059-opus,fb-00746-para--opus
b0059-opus,fb-00746-oracle--opus
b0059-opus,fb-04481-oracle--opus
b0059-opus,fb-04481-para--opus
b0059-opus,fb-06247-oracle--opus
b0059-opus,fb-06247-para--opus
b0059-opus,fb-00407-para--opus
b0059-opus,fb-03069-para--opus
b0060-opus,fb-00407-oracle--opus
b0060-opus,fb-02987-para--opus
b0060-opus,fb-10130-para--opus
b0060-opus,fb-00606-para--opus
b0060-opus,fb-00711-para--opus
b0060-opus,fb-00606-oracle--opus
b0060-opus,fb-00601-para--opus
b0060-opus,fb-00601-oracle--opus
b0060-opus,fb-10499-oracle--opus
b0060-opus,fb-00394-para--opus
b0060-opus,fb-00822-para--opus
b0061-opus,fb-10499-para--opus
b0061-opus,fb-01911-para--opus
b0061-opus,fb-07661-para--opus
b0061-opus,fb-01911-oracle--opus
b0061-opus,fb-04854-para--opus
b0061-opus,fb-01226-para--opus
b0061-opus,fb-01928-para--opus
b0061-opus,fb-04412-oracle--opus
b0061-opus,fb-04412-para--opus
b0061-opus,fb-00941-para--opus
b0061-opus,fb-01346-para--opus
b0061-opus,fb-01351-para--opus
b0062-opus,fb-05718-para--opus
b0062-opus,fb-00070-para--opus
b0062-opus,fb-06655-para--opus
b0062-opus,fb-01328-para--opus
b0062-opus,fb-01328-oracle--opus
b0062-opus,fb-01254-para--opus
b0062-opus,fb-00735-oracle--opus
b0062-opus,fb-00735-para--opus
b0062-opus,fb-01254-oracle--opus
b0062-opus,fb-04080-oracle--opus
b0062-opus,fb-00563-para--opus
b0062-opus,fb-04080-para--opus
b0063-opus,fb-01163-para--opus
b0063-opus,fb-01319-para--opus
b0063-opus,fb-01163-oracle--opus
b0063-opus,fb-01275-para--opus
b0063-opus,fb-00591-para--opus
b0063-opus,fb-01865-para--opus
b0063-opus,fb-00216-para--opus
b0063-opus,fb-01964-para--opus
b0063-opus,fb-00216-oracle--opus
b0063-opus,fb-02119-para--opus
b0063-opus,fb-01491-para--opus
b0063-opus,fb-00720-para--opus
b0064-opus,fb-01490-para--opus
b0064-opus,fb-01488-para--opus
b0064-opus,fb-00723-para--opus
b0064-opus,fb-01279-para--opus
b0064-opus,fb-00956-para--opus
b0064-opus,fb-00521-para--opus
b0064-opus,fb-00382-para--opus
b0064-opus,fb-00382-oracle--opus
b0064-opus,fb-00521-oracle--opus
b0064-opus,fb-00807-para--opus
b0064-opus,fb-00605-para--opus
b0064-opus,fb-00603-para--opus
b0065-opus,fb-00605-oracle--opus
b0065-opus,fb-00603-oracle--opus
b0065-opus,fb-00799-para--opus
b0065-opus,fb-00302-para--opus
b0065-opus,fb-00005-para--opus
b0065-opus,fb-03882-para--opus
b0065-opus,fb-00302-oracle--opus
b0065-opus,fb-04660-para--opus
b0065-opus,fb-01476-para--opus
b0065-opus,fb-01476-oracle--opus
b0065-opus,fb-00552-oracle--opus
b0065-opus,fb-01474-para--opus
b0066-opus,fb-04171-oracle--opus
b0066-opus,fb-04171-para--opus
b0066-opus,fb-00552-para--opus
b0066-opus,fb-04980-oracle--opus
b0066-opus,fb-04980-para--opus
b0066-opus,fb-01474-oracle--opus
b0066-opus,fb-01484-para--opus
b0066-opus,fb-00702-oracle--opus
b0066-opus,fb-00702-para--opus
b0066-opus,fb-00651-para--opus
b0066-opus,fb-00080-para--opus
b0066-opus,fb-00222-para--opus
b0067-opus,fb-00080-oracle--opus
b0067-opus,fb-02981-para--opus
b0067-opus,fb-03282-oracle--opus
b0067-opus,fb-03282-para--opus
b0067-opus,fb-10285-para--opus
b0067-opus,fb-03471-para--opus
b0067-opus,fb-04209-para--opus
