batch_id,custom_id
f0130-opus,fsq-120-pert--opus
f0131-opus,fsq-105-unans--opus
f0131-opus,fsq-105-base--opus
f0132-opus,fsq-105-pert--opus
f0132-opus,fsq-171-pert--opus
f0133-opus,fsq-140-base--opus
f0133-opus,fsq-140-pert--opus
f0134-opus,fsq-008-pert--opus
f0134-opus,fsq-008-base--opus
f0135-opus,fsq-019-unans--opus
f0135-opus,fsq-019-base--opus
f0136-opus,fsq-137-unans--opus
f0136-opus,fsq-137-base--opus
f0137-opus,fsq-137-pert--opus
f0137-opus,fsq-155-base--opus
f0138-opus,fsq-155-unans--opus
f0138-opus,fsq-019-pert--opus
f0139-opus,fsq-155-pert--opus
f0139-opus,fsq-184-base--opus
f0140-opus,fsq-184-pert--opus
f0140-opus,fsq-143-base--opus
f0140-opus,fsq-143-unans--opus
f0141-opus,fsq-197-base--opus
f0141-opus,fsq-197-unans--opus
f0141-opus,fsq-197-pert--opus
f0142-opus,fsq-175-unans--opus
f0142-opus,fsq-175-base--opus
f0142-opus,fsq-143-pert--opus
f0143-opus,fsq-121-base--opus
f0143-opus,fsq-121-unans--opus
f0143-opus,fsq-121-pert--opus
f0144-opus,fsq-175-pert--opus
f0144-opus,fsq-108-pert--opus
f0144-opus,fsq-108-base--opus
f0145-opus,fsq-114-pert--opus
f0145-opus,fsq-114-base--opus
f0145-opus,fsq-023-unans--opus
f0146-opus,fsq-023-base--opus
f0146-opus,fsq-023-pert--opus
f0146-opus,fsq-211-unans--opus
f0147-opus,fsq-211-base--opus
f0147-opus,fsq-211-pert--opus
f0147-opus,fsq-214-base--opus
f0148-opus,fsq-214-pert--opus
f0148-opus,fsq-147-unans--opus
f0148-opus,fsq-147-base--opus
f0149-opus,fsq-147-pert--opus
f0149-opus,fsq-092-unans--opus
f0149-opus,fsq-084-unans--opus
f0150-opus,fsq-128-unans--opus
f0150-opus,fsq-120-unans--opus
f0150-opus,fsq-114-unans--opus
f0151-opus,fsq-184-unans--opus
f0151-opus,fsq-204-unans--opus
f0151-opus,fsq-140-unans--opus
f0152-opus,fsq-074-unans--opus
f0152-opus,fsq-108-unans--opus
f0152-opus,fsq-110-unans--opus
f0153-opus,fsq-058-unans--opus
f0153-opus,fsq-202-unans--opus
f0153-opus,fsq-134-unans--opus
f0154-opus,fsq-214-unans--opus
f0154-opus,fsq-008-unans--opus
f0154-opus,fsq-004-unans--opus
f0155-opus,fsq-080-unans--opus
f0155-opus,fsq-014-unans--opus
f0155-opus,fsq-180-unans--opus
